name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,class_simple
Allan Hills 90408,1251,Valid,H5,9.0,Found,1990.0,-76.96706,156.90663,"(-76.96706, 156.90663)",Chondrite
Allan Hills 90409,1252,Valid,L6,0.8,Found,1990.0,-76.97131,156.90059,"(-76.97131, 156.90059)",Chondrite
Allan Hills 90412,1255,Valid,H5,6.3,Found,1990.0,-77.01668,156.92231,"(-77.01668, 156.92231)",Chondrite
Allan Hills 94002,1259,Valid,L6,8.9,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 94004,1261,Valid,H5,5.6,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 94005,1262,Valid,H5,8.2,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 94007,1264,Valid,L3.4,1.2,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 94008,1265,Valid,H6,6.3,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 94010,1267,Valid,L6,8.0,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 94011,1268,Valid,L6,2.4,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 94012,1269,Valid,L4,9.0,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 94015,1272,Valid,L6,8.1,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 94016,1273,Valid,L6,9.8,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 94017,1274,Valid,L6,9.6,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 94019,1276,Valid,L6,6.1,Found,1994.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 95102,1280,Valid,L6,7.0,Found,1995.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 95104,1282,Valid,H5,1.5,Found,1995.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 95105,1283,Valid,H5,1.1,Found,1995.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 95106,1284,Valid,H5,1.4,Found,1995.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 95108,1286,Valid,H6,8.7,Found,1995.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 97110,1298,Valid,H5,3.6,Found,1997.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills 97111,1299,Valid,H5,8.9,Found,1997.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77027,1341,Valid,L6,3.7,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77028,1342,Valid,L6,0.53,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77029,1343,Valid,CO3.4,1.4,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77030,1344,Valid,H4/5,0.8,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77031,1345,Valid,L3.5,0.5,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77032,1346,Valid,L3,6.74,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77033,1347,Valid,L3.5,9.3,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77034,1348,Valid,L3.5,1.8,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77035,1349,Valid,L(?)3,1.67,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77036,1350,Valid,L3.5,8.5,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77037,1351,Valid,H5,2.33,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77039,1353,Valid,H5,8.2,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77040,1354,Valid,L3,2.3,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77046,1360,Valid,H6,7.6,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77049,1363,Valid,L3.5,7.3,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77055,1369,Valid,H4/5,5.07,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77057,1371,Valid,H4,3.03,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77058,1372,Valid,H5,3.7,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77059,1373,Valid,H4,6.44,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77063,1377,Valid,H5,2.9,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77064,1378,Valid,H5,6.5,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77065,1379,Valid,H5,2.65,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77066,1380,Valid,H5,4.9,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77067,1381,Valid,H4,4.09,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77069,1382,Valid,L6,0.8,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77072,1385,Valid,H4,0.27,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77075,1388,Valid,L/LL3,1.2,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77076,1389,Valid,H5,1.7,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77079,1392,Valid,H5,7.8,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77080,1393,Valid,L3,1.14,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77081,1394,Valid,Acapulcoite,8.6,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77083,1396,Valid,H4,9.07,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77089,1402,Valid,L6,7.8,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77090,1403,Valid,H4/5,9.54,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77091,1404,Valid,H5,4.2,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77093,1406,Valid,H4/5,9.05,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77094,1407,Valid,H5,6.6,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77095,1408,Valid,H4,4.47,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77096,1409,Valid,H5,2.5,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77097,1410,Valid,H4/5,1.36,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77098,1411,Valid,H5,8.0,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77099,1412,Valid,H4,4.98,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77101,1414,Valid,H5,3.8,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77103,1416,Valid,H5,4.13,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77104,1417,Valid,H5,6.3,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77105,1418,Valid,H4/5,3.44,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77106,1419,Valid,H5,7.8,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77107,1420,Valid,H5,4.71,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77108,1421,Valid,H5,0.7,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77113,1425,Valid,H5,2.0,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77116,1428,Valid,H5,7.04,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77118,1430,Valid,H5,7.8,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77119,1431,Valid,H5,6.4,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77120,1432,Valid,H5,3.9,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77121,1433,Valid,H5,4.48,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77122,1434,Valid,H5,4.6,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77123,1435,Valid,H5,3.46,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77124,1436,Valid,H5,4.4,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77127,1439,Valid,L5,3.8,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77128,1440,Valid,H5,3.77,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77129,1441,Valid,H5,1.7,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77135,1447,Valid,H5,3.23,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77136,1448,Valid,H5,3.6,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77137,1449,Valid,H5,5.13,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77138,1450,Valid,H5,2.1,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77142,1454,Valid,H5,3.1,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77144,1456,Valid,H6,7.9,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77154,1466,Valid,H5,5.21,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77161,1473,Valid,H5,6.1,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77169,1481,Valid,L6,7.34,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77172,1484,Valid,H4,6.42,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77178,1490,Valid,L3.5,5.7,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77179,1491,Valid,H5,9.18,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77193,1504,Valid,H5,6.7,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77195,1506,Valid,H5,4.7,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77196,1507,Valid,L6,5.15,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77198,1509,Valid,L6,7.3,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77199,1510,Valid,H5,3.13,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77200,1511,Valid,H6,0.9,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77202,1513,Valid,H5,2.7,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77203,1514,Valid,H4,6.82,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77204,1515,Valid,H4,5.61,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77205,1516,Valid,H5,3.1,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77206,1517,Valid,H5,4.36,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77207,1518,Valid,H5,4.9,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77210,1521,Valid,H6,5.93,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77213,1524,Valid,H5,8.4,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77235,1546,Valid,H5,4.9,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77236,1547,Valid,H5,6.91,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77237,1548,Valid,H5,4.1,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77238,1549,Valid,H6,5.83,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77243,1554,Valid,H5,9.22,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A77291,1601,Valid,H5,5.8,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78006,1622,Valid,Howardite,8.0,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78007,1623,Valid,H5,8.45,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78008,1624,Valid,H5,7.4,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78009,1625,Valid,H4,9.18,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78010,1626,Valid,H5,1.3,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78011,1627,Valid,L3,4.84,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78013,1629,Valid,L3.5,4.1,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78014,1630,Valid,L3,6.95,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78016,1632,Valid,H5,2.55,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78017,1633,Valid,L3.5,2.9,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78022,1638,Valid,H5,6.54,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78023,1639,Valid,H5,9.8,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78024,1640,Valid,H6,3.15,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78025,1641,Valid,H5,8.3,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78026,1642,Valid,H4,7.78,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78028,1644,Valid,H5,4.4,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78029,1645,Valid,H4,4.1,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78030,1646,Valid,H5,2.68,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78031,1647,Valid,H5,4.6,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78032,1648,Valid,H6,2.08,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78033,1649,Valid,H4,5.0,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78034,1650,Valid,H6,2.35,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78035,1651,Valid,H6,2.5,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78036,1652,Valid,H5,1.03,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78037,1653,Valid,L3.5,0.5,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78054,1670,Valid,LL5,9.31,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78057,1673,Valid,H4,8.7,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78059,1675,Valid,L6,9.1,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78060,1676,Valid,H6,5.41,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78061,1677,Valid,H5,1.64,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78065,1681,Valid,H6,7.3,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78066,1682,Valid,H5,8.48,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78067,1683,Valid,H6,7.8,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78068,1684,Valid,L6,3.19,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78069,1685,Valid,H6,4.4,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78071,1687,Valid,H6,5.72,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78073,1688,Valid,LL6,2.98,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78079,1694,Valid,H5,4.5,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78086,1701,Valid,H6,9.0,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78087,1702,Valid,H5,7.95,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78088,1703,Valid,H5,5.2,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78090,1705,Valid,H5,7.5,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78091,1706,Valid,H4/5,2.54,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78093,1708,Valid,H5,2.62,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78094,1709,Valid,H5,4.0,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78095,1710,Valid,H5,8.2,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78096,1711,Valid,H5,7.5,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78097,1712,Valid,H,2.3,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78098,1713,Valid,H5,2.2,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78099,1714,Valid,H5,2.1,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78117,1732,Valid,H5,4.3,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78118,1733,Valid,H5,7.92,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78122,1737,Valid,H6,4.7,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78143,1758,Valid,LL3,2.23,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78148,1762,Valid,H5,3.32,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78152,1766,Valid,H6,4.7,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78155,1769,Valid,H6,4.36,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78156,1770,Valid,L6,8.6,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78161,1775,Valid,L6,3.0,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78163,1777,Valid,H5,9.6,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78175,1788,Valid,H5,9.71,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78176,1789,Valid,L3.4,8.2,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78178,1791,Valid,H5,7.2,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78180,1793,Valid,L3.5,7.9,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78181,1794,Valid,H4,7.15,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78184,1797,Valid,H6,8.2,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78185,1798,Valid,L6,5.77,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78186,1799,Valid,L3.5,3.1,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78187,1800,Valid,L6,3.67,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78188,1801,Valid,L3.5,0.9,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78201,1814,Valid,H5,9.8,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78205,1818,Valid,H5,8.9,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78206,1819,Valid,H5,9.77,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78207,1820,Valid,H6,8.4,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78210,1823,Valid,H5,8.95,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78212,1825,Valid,H5,7.72,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78213,1826,Valid,H6,9.6,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78214,1827,Valid,H5,5.61,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78215,1828,Valid,H6,6.4,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78216,1829,Valid,H5,4.75,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78217,1830,Valid,H5,8.3,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78218,1831,Valid,H4,7.85,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78219,1832,Valid,H5,8.2,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78220,1833,Valid,H5,8.57,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78221,1834,Valid,H5,5.4,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78222,1835,Valid,H5,5.02,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78223,1836,Valid,H4,6.5,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78224,1837,Valid,H5,6.5,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78225,1838,Valid,H5,4.6,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78226,1839,Valid,H6,6.26,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78227,1840,Valid,H5,2.4,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78228,1841,Valid,H5,2.96,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78229,1842,Valid,H6,1.9,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78230,1843,Valid,Acapulcoite,3.87,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78231,1844,Valid,H6,1.9,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78232,1845,Valid,H5,2.52,Found,1977.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
Allan Hills A78233,1846,Valid,H5,1.3,Found,1978.0,-76.71667,159.66667,"(-76.71667, 159.66667)",Chondrite
